Supplier,Model,SerialNumber,Condition,Note,ReceivedDate,StockStatus,
39,SFP-EN#JV,FOC19106DHY,USEB,"Pack#: Pack5393

From:  fmisales",1531933200,1,
39,SFP-EN#JV,FOC19106DGU,USEB,"Pack#: Pack5393

From:  fmisales",1531933200,1,
39,PWR-C2-1025WAC#JV#PACK9035-2,DCB1923W0TG,USEB,"Pack5410-1---to CXtec - PO-D839455---to EDGEIUM, Inc - PO1014",1532019600,1,
39,PWR-80W-AC#JV,DAB184150XF,USEB,"Pack#: Pack5409

From:  Balti",1532106000,1,
39,PWR-80W-AC#JV,LW0740005345,USEB,"Pack#: Pack5409

From:  Balti",1532106000,1,
39,VWIC3-1MFT-G703#JV,FOC15281E78,NIB,"Pack#: Pack5405 
From:  r99000---To Curvature SIN - PO4046304",1532106000,0,
39,C3KX-NM-10G#JV,FDO14520VQE,USEB,"Pack#: Pack5405 

From:  avisahar2304---NETWORK CRAZE TECHNOLOGIES - PO41901",1532106000,0,
39,SFP-10G-AOC2M#JV,AVE1715K05B,USEB,To Touchpoint Technology Pty Ltd- PO303590,1532451600,0,
39,SFP-10G-AOC2M#JV,AVE1715K058,USEB,To Touchpoint Technology Pty Ltd- PO303590,1532451600,0,
39,SFP-10G-AOC2M#JV,AVE1715K05G,USEB,To Touchpoint Technology Pty Ltd- PO303590,1532451600,0,
39,SFP-10G-AOC2M#JV,AVE1715K05T,USEB,To Touchpoint Technology Pty Ltd- PO303590,1532451600,0,
39,WS-X6K-SUP2-2GE#JV#PACK8074#MISSING,LC052814110,USEB,wh by E---to CXtec - POD792213,1532624400,0,
39,C3K-PWR-750WAC#JV#PACK8074#MISSING,AZS13320EMK,USEB,wh by E---to CXtec - POD793244,1532624400,0,
39,ASA5512-X-PWR#JV#PACK8074#MISSING,FS90301312030110A1,USEB,wh by E,1532624400,0,
39,C3K-PWR-750WAC#JV#PACK8074#MISSING,AZS13320ERB,USEB,wh by E,1532624400,0,
39,C3K-PWR-750WAC#JV#PACK8074#MISSING,AZS13320EJC,USEB,wh by E,1532624400,0,
39,C3K-PWR-750WAC#JV#PACK8074#MISSING,AZS13320ELA,USEB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009774,NIB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009775,NIB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009776,NIB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009777,NIB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009779,NIB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009781,NIB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009782,NIB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009783,NIB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009784,NIB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009785,NIB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009786,NIB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009787,NIB,wh by E,1532624400,0,
39,CP-PWR-CUBE-4#JV#PACK8074#MISSING,IPS009788,NIB,wh by E,1532624400,0,
39,ASR1000-SIP-BLANK#JV#PACK9033-2,IPS009796,USEB,by P---to Data Hardware Depot - PO30117,1532883600,0,
39,AIR-ANT2547V-N#JV#PACK3751,IPS007220,NOB,"wh by G, this Box contained extra 1 ANT: IPS007222
Note: Outside of the Box, please read---osi hardware---to OSI Hardware Inc - PO-US21149",1455642000,0,
39,MODEX PINS/CONNECTORS SETS#JV#2AUS,PACK5450,USEB,"Pack#: Pack5450

From:  resourceriver",1533056400,1,
39,UCS-RAIL-1U#JV#2AUS,PACK5454,USEB,"Pack#: Pack5450

From:  resourceriver",1533056400,1,
39,PWR-80W-AC#JV,DAB2016548D,USEB,"Pack#: Pack5433

From:  PCLHardware---osi hardware",1533056400,0,
39,PWR-2811-AC-IP#JV#WITH CABLE,HIC1239C18U,USEB,"Pack#: Pack5436

From:  NW Remarketing",1533056400,1,
39,PWR-C3-750WDC-R#JV#WITH DC CO,ART1946F7E3,USEB,"Pack#: Pack5420

From:  IP China---| Model Note:VER|---to Worldwide Supply - PO55284",1533056400,0,
39,PWR-C3-750WDC-R#JV#WITH DC CO,RT1947F32N,USEB,"Pack#: Pack5420

From:  IP China---| Model Note:VER|",1533056400,1,
39,N2K-C2248-FAN#JV,SSI18150AV4,NOB,"Pack#: Pack5455 **Duplicated**

From:  tamsolutions",1533229200,1,
39,N2200-PAC-400W#JV,DTN1818P21K,NOB,"Pack#: Pack5455 **Duplicated**

From:  tamsolutions---to OSI Hardware - PO US25195",1533229200,0,
39,N2200-PAC-400W#JV,DTN1818P0GR,NOB,"Pack#: Pack5455 **Duplicated**

From:  tamsolutions---to OSI Hardware - PO US25195",1533229200,0,
39,PWR-C2-250WAC#JV,LIT193400H0,USEB,Pack from: IP CHINA---to Recurrent Technologies - PO41400,1533488400,0,
39,PWR-C2-250WAC#JV,LIT193401RN,USEB,Pack from: IP CHINA---to Recurrent Technologies - PO41400,1533488400,0,
39,PWR-C2-250WAC#JV,LIT19250VS0,USEB,Pack from: IP CHINA---to Recurrent Technologies - PO41400,1533488400,0,
39,PWR-C2-250WAC#JV,LIT19320F24,USEB,Pack from: IP CHINA---to Recurrent Technologies - PO41400,1533488400,0,
39,PWR-C2-250WAC#JV,DCB1913D0QX,USEB,Pack from: IP CHINA---to Recurrent Technologies - PO41400,1533488400,0,
39,PWR-C2-250WAC#JV#BENDED HANDLE,LIT19130XB3,USEB,Pack from: IP CHINA---to OSI Hardware - PO US27958,1533488400,0,
39,PWR-C2-250WAC#JV#BENDED HANDLE,LIT19280D7Y,USEB,Pack from: IP CHINA---to EXPRESS COMPUTER SYSTEMS - PO64228,1533488400,0,
39,PWR-C2-250WAC#JV#BENDED HANDLE,LIT193400YW,USEB,Pack from: IP CHINA---to OSI Hardware - PO US27958,1533488400,0,
39,PWR-C2-640WAC#JV,DCB1834B16B,USEB,Pack from: IP CHINA---to CXtec - POD795817,1533488400,0,
39,N2K-C2248-FAN#JV,SSI190405LJ,USEB,"Pack5449  
From: refurbtechno---Checked by E - 6/6/19",1533488400,1,
39,PWR-2901-AC#JV#DELTA MADE,DCA1638Q20C,USEB,pack5426,1533574800,0,
39,PWR-2901-AC#JV#DELTA MADE,DCA1343Q0RJ,USEB,pack5426,1533574800,0,
39,PWR-2901-AC#JV#DELTA MADE,DCA1435Q093,USEB,pack5426,1533574800,0,
39,PWR-2901-AC#JV#DELTA MADE,DCA1806Q1HE,USEB,pack5426,1533574800,0,
39,PWR-2901-AC#JV#DELTA MADE,DCA1447Q094,USEB,pack5426,1533574800,0,
39,PWR-2901-AC#JV#DELTA MADE,DCA1411Q0MF,USEB,pack5426,1533574800,0,
39,PWR-2901-AC#JV#DELTA MADE,DCA1806Q0G1,USEB,pack5426,1533574800,0,
39,PWR-2901-AC#JV#DELTA MADE,DCA1425Q10C,USEB,pack5426---to CXtec - PO-D846080---Checked by E - 6/6/19,1533574800,0,
39,PWR-2901-AC#JV#DELTA MADE,DCA1942Q017,USEB,pack5426,1533574800,0,
39,PWR-2901-AC#JV#DELTA MADE,DCA1346Q1E7,USEB,pack5426,1533574800,0,
39,CAB-SPWR-150CM#JV#PACK9083,IPS009831,USEB,"wh by E---to Duane Whitlow & Co., Inc. - PO46639",1533747600,0,
39,NSA45001RK21-072#JV,0017C5E00E10,USEB,Pack5459---Return to sender,1533747600,0,
39,PWR-C1-350WAC#JV,LIT21013V97,USEB,"Pack5428 
IP China---To World Data Product - PO-203265-134---to Trifecta Networks - PO269969",1533747600,0,
39,PWR-1941-AC#JV#PACK8082,DCA1533Q4YC,USEB,wh by E---to CXtec - PO-D846080---Checked by E - 6/6/19,1534093200,0,
39,QSFP-H40G-ACU10M#JV#PACK8082,IPS009834,USEB,wh by E---to Function5 - PO24811---to Function5 - PO24811,1534093200,0,
39,PWR-80W-AC#JV#PACK9041-5,DAB1541520L,USEB,"By P

xeo6_74",1534179600,1,
39,FTN-3012C-SLG#JV,LP640074933524,USEB,"Pack#: Pack5487
From:  geauxnads---Checked by E - 6/6/19",1534093200,1,
39,FTN-3012C-SLG#JV,LP640075039338,USEB,"Pack#: Pack5487
From:  geauxnads---Checked by E - 6/6/19",1534093200,1,
39,SFP-TXM-M1-WB#JV,EOTG6M060147,USEB,"Pack5472 received.

From: Mark Horton---Checked by E - 6/6/19",1534093200,1,
39,C2960X-STACK#JV,FOC203148Q,USEB,pack5485---to IT OUTLET - PO39867   to IT OUTLET - PO39867---to IT OUTLET - PO39867,1534266000,0,
39,SFP-TXM-M1-WB#JV,EOTDCR180389,USEB,"Pack#: Pack5487

From:  geauxnads---Checked by E - 6/6/19",1534525200,1,
39,SFP-C59-80-GD#JV,EOSD96280075,USEB,"Pack#: Pack5487

From:  geauxnads---Checked by E - 6/6/19",1534525200,1,
39,PWR-60W-AC#JV,LIT12371XT0,USEB,pack5499---to Data Hardware Depot - PO26667,1534698000,0,
39,PWR-60W-AC#JV,LIT12170K77,USEB,pack5499---Blind ship for Triton Datacom - PO4008,1534698000,0,
39,PWR-60W-AC#JV,LIT14100CM3,USEB,pack5499---Data Hardware Depot,1534698000,0,
39,PWR-60W-AC#JV,LIT15110F5V,USEB,pack5499---to Data Hardware Depot - PO26667,1534698000,0,
39,PWR-60W-AC#JV,DTH1323T05Z,USEB,pack5499---to Data Hardware Depot - PO26667,1534698000,0,
39,PWR-60W-AC#JV,LIT180304RE,USEB,pack5499---to Curvature US -  PO1271093---Checked by E - 6/6/19,1534698000,0,
39,PWR-60W-AC#JV,DTH1426T8LW,USEB,pack5499---to GlobalNet Pro - PO P12259,1534698000,0,
39,PWR-60W-AC#JV,LIT14320CYE,USEB,pack5499---o Data Hardware Depot - PO26962,1534698000,0,
39,PWR-60W-AC-V2#JV,PST1824F2DB,USEB,pack5499---to ESphere Network - PO241018-19EU-CT,1534698000,0,
39,PWR-60W-AC-V2#JV,PST1829F7Z0,USEB,pack5499---OSI HARDWARE,1534698000,0,
39,PWR-60W-AC-V2#JV,PST1828F2BA,USEB,pack5499---OSI HARDWARE,1534698000,0,
39,PWR-C2-250WAC#JV,LIT19280E0H,USEB,pack5499---to OSI Hardware - PO US25224,1534698000,0,
39,PWR-C2-250WAC#JV,LIT19250VAP,USEB,pack5499---to OSI Hardware - PO US27958,1534698000,0,
39,PWR-C2-250WAC#JV,LIT19250UY5,USEB,pack5499---to OSI Hardware - PO US27958,1534698000,0,
39,CAB-RPS2300-E#JV#PACK9034,IPS009856,USEB,"by P

simlin_fyn5256mbz---to OSI Hardware - PO US27952",1535302800,0,
39,AIR-PWR-5500-AC#JV#PACK8084,2.40E+17,USEB,by P,1535302800,1,
39,AIR-PWR-5500-AC#JV#PACK8084,2.40E+17,USEB,by P,1535302800,1,
39,AIR-PWR-5500-AC#JV#PACK8084,2.40E+17,USEB,by P,1535302800,1,
39,AIR-PWR-5500-AC#JV#PACK8084,2.40E+17,USEB,by P,1535302800,1,
39,E5-2690#JV#PACK8084,2W419040A0235,USEB,by P,1535302800,0,
39,E5-2690#JV#PACK8084,2W419040A0990,USEB,by P,1535302800,0,
39,SA-VAM2#JV,JAB101403UE,USEB,"Pack#: Pack5509   

From:  ocdepot",1534870800,1,
39,CAB-STK-E-1M#JV#NEWPULL,IPS012074,NIB,"Pack5504     
From:  wesatk0",1535302800,0,
39,CAB-STK-E-1M#JV#NEWPULL,IPS012075,NIB,"Pack5504     
From:  wesatk0---OSI Hardware---OSI Hardware",1535302800,0,
39,CAB-STK-E-1M#JV#NEWPULL,IPS012076,NIB,"Pack5504     
From:  wesatk0---OSI Hardware---OSI Hardware",1535302800,0,
39,CAB-STK-E-1M#JV#NEWPULL,IPS012077,NIB,"Pack5504     
From:  wesatk0---OSI Hardware---OSI Hardware",1535302800,0,
39,CAB-STK-E-1M#JV#NEWPULL,IPS012078,NIB,"Pack5504     
From:  wesatk0---Checked by E - 6/6/19---to OSI Hardware - PO US30167",1535302800,0,
39,CAB-STK-E-1M#JV#NEWPULL,IPS012079,NIB,"Pack5504     
From:  wesatk0---Checked by E - 6/6/19---to OSI Hardware - PO US30167",1535302800,0,
39,CAB-STK-E-1M#JV#NEWPULL,IPS012080,NIB,"Pack5504     
From:  wesatk0---Checked by E - 6/6/19---to OSI Hardware - PO US30167",1535302800,0,
39,CAB-STK-E-1M#JV#NEWPULL,IPS012081,NIB,"Pack5504     
From:  wesatk0---Checked by E - 6/6/19---to OSI Hardware - PO US30167",1535302800,0,
39,CAB-STK-E-1M#JV#NEWPULL,IPS012082,NIB,"Pack5504     
From:  wesatk0---Checked by E - 6/6/19---to Genesis Global Hardware - PO17846L",1535302800,0,
39,CAB-STK-E-1M#JV#NEWPULL,IPS012083,NIB,"Pack5504     
From:  wesatk0---Checked by E - 6/6/19",1535302800,1,
39,HWIC-BOX#JV,IPS012084,NOB,,1535475600,1,
39,HWIC-BOX#JV,IPS012085,NOB,,1535475600,1,
39,HWIC-BOX#JV,IPS012086,NOB,,1535475600,1,
39,HWIC-BOX#JV,IPS012087,NOB,,1535475600,0,
39,MEM8XX-256U512D#JV,TF16080CYB,NIB,"Pack#: Pack5539

From: keystronllc",1535994000,1,
39,MEM8XX-256U512D#JV,TF16080CXN,NIB,"Pack#: Pack5539

From: keystronllc",1535994000,1,
39,MEM8XX-256U512D#JV,TF16080D0V,NIB,"Pack#: Pack5539

From: keystronllc",1535994000,1,
39,C2960X-STACK#X02#JV#PACK8094,FOC21120597,USEB,"wh
test by viet---| Model Note:V02|---to Trifecta Networks - PO269951",1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009873,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009872,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009871,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009870,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009869,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009868,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009867,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009866,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009865,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009864,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009863,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009862,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009861,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009858,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,AIR-ANT2547V-N#JV#PACK8091,IPS009860,USEB,by P---to OSI Hardware Inc - PO-US22298,1536166800,0,
39,USB-CONSOLE#JV#PACK8091,IPS009883,USEB,by P,1536166800,1,
39,USB-CONSOLE#JV#PACK8091,IPS009882,USEB,by P,1536166800,0,
39,USB-CONSOLE#JV#PACK8091,IPS009881,USEB,by P,1536166800,1,
39,USB-CONSOLE#JV#PACK8091,IPS009879,USEB,by P,1536166800,1,
39,USB-CONSOLE#JV#PACK8091,IPS009880,USEB,by P,1536166800,1,
39,USB-CONSOLE#JV#PACK8091,IPS009877,USEB,by P,1536166800,1,
39,USB-CONSOLE#JV#PACK8091,IPS009878,USEB,by P,1536166800,1,
39,USB-CONSOLE#JV#PACK8091,IPS009876,USEB,by P,1536166800,1,
39,USB-CONSOLE#JV#PACK8091,IPS009875,USEB,by P,1536166800,1,
39,USB-CONSOLE#JV#PACK8091,IPS009874,USEB,by P,1536166800,1,
39,WIC-1T CABLE#JV#PACK8091,IPS009884,USEB,by P---Checked by E - 6/6/19,1536166800,1,
39,PWR-2811-AC#JV#PACK8091,DTH08510FGD,USEB,by P,1536166800,0,
39,PWR-2811-AC#JV#PACK8091,DTH09030PL6,USEB,by P,1536166800,0,
39,2921-51-FACE#JV#PACK8091,IPS009885,USEB,by P,1536166800,1,
39,2921-51-FACE#JV#PACK8091,IPS009889,USEB,by P,1536166800,1,
39,2921-51-FACE#JV#PACK8091,IPS009888,USEB,by P,1536166800,1,
39,2921-51-FACE#JV#PACK8091,IPS009886,USEB,by P,1536166800,1,
39,2921-51-FACE#JV#PACK8091,IPS009887,USEB,by P,1536166800,1,
39,PWR-ME3KX-AC#JV#PACK8101,LIT15280TWV,USEB,"Pack#: Pack5544

From: IP China---to Data Hardware Depot - PO27096---to Curvature US - PO1262312",1536166800,0,
39,PWR-ME3KX-AC#JV#PACK8101,LIT15280TSP,USEB,"Pack#: Pack5544

From: IP China---to Data Hardware Depot - PO27096---to Curvature US - PO1262312",1536166800,0,
39,PWR-ME3KX-AC#JV#PACK8101,LIT151505JV,USEB,"Pack#: Pack5544

From: IP China---to Data Hardware Depot - PO27096---to Alturna Network - PO356115",1536166800,0,
39,PWR-ME3KX-AC#JV#PACK8101,LIT15280TXU,USEB,"Pack#: Pack5544

From: IP China---to Data Hardware Depot - PO27096---to Alturna Network - PO356115",1536166800,0,
39,PWR-ME3KX-AC#JV#OLD AND RUSTY,LIT15280TS2,USEB,"Pack#: Pack5544

From: IP China",1536166800,1,
39,PWR-C2-1025WAC#JV,DCB2024C5XJ,USEB,"Pack#: Pack5536

From: itreplay---PivIT Global",1536166800,0,
39,JC103B#HPE5800-24G-SFP#JV#2AUS,CN5BH1Q019,USEB,"Pack#: Pack5538

From: teacher_online_2_help",1536166800,1,
39,CAB-HD8-ASYNC#JV#PACK9041-5,IPS010221,NIB,wh by E---to Recurrent Technologies - PO42988,1542733200,0,
39,PVDM3-16#JV,FOC16210LMW,USEB,Checked by E - 6/6/19,1543424400,1,
39,N2200-PAC-400W#JV#PACK8124-2,DCA222750RY,USEB,wh by E---Checked by E - 6/6/19---Ship to CentricsIT -PO101343,1544115600,0,
39,N2200-PAC-400W#JV#PACK8124-2,DCA222750YH,USEB,wh by E---Checked by E - 6/6/19---Ship to CentricsIT -PO101343,1544115600,0,
39,AIR-ANT2547V-N#JV#PACK8123,IPS000743,USEB,wh by E---to Summit Information Resources - PO24157,1544547600,0,
39,AIR-ANT2547V-N#JV#PACK8123,IPS000742,USEB,wh by E---to Summit Information Resources - PO24157,1544547600,0,
39,C3850-FAN-T1#JV#PACK8123,DCH1950F6K8,USEB,wh by E---Ship to NETWORK CRAZE TECHNOLOGIES - PO45523,1544547600,0,
39,C3850-FAN-T1#JV#PACK8123,DCH1938U78J,USEB,wh by E---Ship to NETWORK CRAZE TECHNOLOGIES - PO45523,1544547600,0,
39,C3850-FAN-T1#JV#PACK8123,DCH1839FM74,USEB,wh by E---Ship to NETWORK CRAZE TECHNOLOGIES - PO45523,1544547600,0,
39,800G2-POE-2#JV,FOC16272YKS,USEB,with mounting---Checked by E - 6/6/19---to Curvature LLC - PO1278106,1549904400,0,
39,WS-F6K-MSFC2#JV,SAL0735L158,USEB,"From:  dmg_llc
Dan 26/06/19---to Curvature LLC - PO1280141",1555952400,0,
39,EX-PWR-600-AC#JV#PACK9061,AU0810105771,USEB,wh by viet,1559667600,1,
39,X2-10GB-LR#JV#PACK9073-1,ONT1211018X,USEB,wh by E---to Cuadrant LLC - PO5353,1563382800,0,
39,C4900M-BKTD-KIT#JV#PACK9083,IPS010845,USEB,wh by E---to OSI Hardware - PO US32876,1566406800,0,
39,PWR-60W-AC#JV,DTH1526SA3A,USEB,From:  Infonegoce---to Data Hardware Depot - PO32655,1566320400,0,
39,PWR-60W-AC#JV,DTH1529S16Z,USEB,From:  Infonegoce---to Data Hardware Depot - PO32655,1566320400,0,
39,PWR-60W-AC#JV,DTH1743S1E9,USEB,From:  Infonegoce,1566320400,1,
39,PWR-60W-AC#JV,DTH1551S1B2,USEB,From:  Infonegoce---to Data Hardware Depot - PO32655,1566320400,0,
39,PWR-60W-AC#JV,DTH1634S0QH,USEB,From:  Infonegoce---to Data Hardware Depot - PO32655,1566320400,0,
39,PWR-60W-AC#JV,DTH1620S3A8,USEB,From:  Infonegoce---to Data Hardware Depot - PO32655,1566320400,0,
39,PWR-60W-AC#JV,LIT17150CSJ,USEB,From:  Infonegoce---to Data Hardware Depot - PO32655,1566320400,0,
39,PWR-60W-AC#JV,DTH1743S1T9,USEB,From:  Infonegoce---to Data Hardware Depot - PO32655,1566320400,0,
39,4G-AE010-R#JV,LMY18140EVO,NIB,,1566406800,1,
39,4G-AE010-R#JV,LMY18140EWF,NIB,,1566406800,1,
39,AIR-ANT2544V4M-R#JV#PACK20023-2,IPS010885,NIB,wh by viet---to NETWORK CRAZE TECHNOLOGIES - PO57771,1566838800,0,
39,AIR-ANT2544V4M-R#JV#PACK20023-2,IPS010886,NIB,wh by viet---to NETWORK CRAZE TECHNOLOGIES - PO57771,1566838800,0,
39,AIR-ANT2544V4M-R#JV#PACK20023-2,IPS010887,NIB,wh by viet---to NETWORK CRAZE TECHNOLOGIES - PO57771,1566838800,0,
39,WS-F6K-MSFC3#JV,SAL1419HH2H,USEB,From:  dyminsales,1566579600,1,
39,EHWIC-1GE-SFP-CU#JV,FOC16120Y3V,USEB,"From:  sharks2162---Blind ship for NORTHBAY NETWORKS, INC.---Blind ship for NORTHBAY NETWORKS, INC",1566666000,0,
39,MX60W#JV#2AUS,Q2CN-RXAW-R6KQ,USEB,From: crconrad,1566666000,1,
39,EX2200-24P-4G#JV,CV0214260672,USEB,"From: hamdsamee0---to DATA HARDWARE DEPOT, LP - PO32922",1566666000,0,
39,QSFP-100G-LR4-S#JV,SPC2230004H,USEB,to BE Networks - IO19-2394,1564938000,0,
39,QSFP-100G-LR4-S#JV,SPC2230004J,USEB,to BE Networks - IO19-2394,1564938000,0,
39,QSFP-100G-LR4-S#JV,FNS21351ARB,USEB,to BE Networks - IO19-2394,1564938000,0,
39,QSFP-100G-LR4-S#JV,FNS2208069K,USEB,to BE Networks - IO19-2394,1564938000,0,
39,QSFP-100G-LR4-S#JV,JFQ2125700J,USEB,to BE Networks - IO19-2394,1564938000,0,
39,QSFP-100G-LR4-S#JV,FNS21360FZ1,USEB,to BE Networks - IO19-2394,1564938000,0,
39,QSFP-100G-LR4-S#JV,ECL1935003A,USEB,to BE Networks - IO19-2394,1564938000,0,
39,SFP-10G-ER#JV#NEW BULK,FNS203306CG,USEA,From Chuong Vu,1566406800,1,
39,SFP-10G-ER#JV#NEW BULK,FNS20320ZUJ,USEA,From Chuong Vu,1566406800,1,
39,SFP-10G-ER#JV#NEW BULK,FNS20320ZUQ,USEA,From Chuong Vu,1566406800,1,
39,SFP-10G-ER#JV#NEW BULK,FNS203306EG,USEA,From Chuong Vu,1566406800,1,
39,SFP-10G-ER#JV#NEW BULK,FNS2033068J,USEA,From Chuong Vu,1566406800,1,
39,SFP-10G-ER#JV#NEW BULK,FNS20330BHJ,USEA,From Chuong Vu,1566406800,1,
39,SFP-10G-ER-S#JV#PACK20022,ONT210500AS,NIB,From Chuong Vu---Matching pics in DROPBOX,1566406800,1,
39,SFP-10G-ER-S#JV#PACK20022,ONT210500AV,NIB,From Chuong Vu---Matching pics in DROPBOX,1566406800,1,
39,SFP-10G-ER-S#JV#PACK20022,ONT210500AQ,NIB,From Chuong Vu---Matching pics in DROPBOX,1566406800,1,
39,SFP-10G-ER-S#JV#PACK20022,ONT210500AF,NIB,From Chuong Vu---Matching pics in DROPBOX,1566406800,1,
39,SFP-10G-ER-S#JV#PACK20022,ONT210500AJ,NIB,From Chuong Vu---Matching pics in DROPBOX,1566406800,1,
39,N7K-C7010-AFLT#JV#PACK20025,IPS010890,USEB,"8.BOX.0012; 28/08/2019
---wh by viet",1566925200,1,
39,WS-C2960X-48TS-L#JV#PACK9124-3,FOC1942Y12F,USEB,"8.1.10.2.B; 02/09/2019
---Add by stock-check",1567387640,1,
39,MEM-4400-8G#JV,IPS012598,USEB,pack6132,1567098000,1,
39,WS-C3560G-24TS-S#JV#PACK20025,FOC1413Y4J3,USEB,"wh by CuongTM---| Model Note:V03|---to DWC-IT, LLC - PO10000",1567357200,0,
39,CP-BATT-7925G-EXT#JV#PACK9085-2,IPS010894,USEB,wh by viet,1567443600,0,
39,CP-BATT-7925G-EXT#JV#PACK9085-2,IPS010895,USEB,wh by viet,1567443600,1,
39,CP-BATT-7925G-EXT#JV#PACK9085-2,IPS010897,USEB,wh by viet,1567443600,1,
39,C4900M-BTKD-KIT#JV#PACK9085-2,IPS010898,USEB,wh by viet---to OSI Hardware - PO US32825,1567443600,0,
39,CISCO7301#JV#PACK9085-2,74834534,USEB,wh by viet---to AVT Technology Solutions Whse - PO3314969,1567443600,0,
39,AIR-CAP702W-B-K9#JV,KWC205001DX,USEB,From:   reviveit.io---to NETWORK CRAZE TECHNOLOGIES - PO53196,1567443600,0,
39,AIR-CAP702W-B-K9#JV,KWC204904JJ,USEB,From:   reviveit.io---to NETWORK CRAZE TECHNOLOGIES - PO53196,1567443600,0,
39,AIR-CAP702W-B-K9#JV,KWC205001O4,USEB,From:   reviveit.io---to NETWORK CRAZE TECHNOLOGIES - PO53196,1567443600,0,
39,WS-X45-SUP8-E#JV,CAT1832L7M3,NIB,From:   itad_global,1567443600,1,
39,WS-X45-SUP8-E#JV,CAT1833L2UE,NIB,From:   itad_global,1567443600,1,
39,N7K-M224XP-23L#JV,JAF1620BMNH,USEB,IP China---to Curvature LLC - PO1274940,1567443600,0,
39,N7K-M224XP-23L#JV,JAF1704BGEN,USEB,IP China---to Curvature LLC - PO1274940,1567443600,0,
39,N7K-M224XP-23L#JV,JAF1702AEPQ,USEB,IP China---to Curvature LLC - PO1274940,1567443600,0,
39,N7K-M224XP-23L#JV,JAF1704AGST,USEB,IP China---to Curvature LLC - PO1274940,1567443600,0,
39,SPA-1X10GE-L-V2#JV,SAL1813P132,NIB,"IP China---To Core 3 Technologies, LLC- PO30447",1567443600,0,
39,PVDM4-256#JV,FOC18342X7H,USEB,IP China---to PICS Telecom US - PO856262,1567443600,0,
39,PVDM4-256#JV,FOC213466NU,USEB,IP China---to PICS Telecom US - PO856262,1567443600,0,
39,PVDM4-256#JV,FOC18527GL0,USEB,IP China---to PICS Telecom US - PO856262,1567443600,0,
39,ASR1001-X-PWR-AC#JV,LIT19270CR2,USEB,"IP China---to DATA HARDWARE DEPOT, LP - PO33328",1567443600,0,
39,ASR1001-X-PWR-AC#JV,LIT18450ZB1,USEB,IP China---To Curvature SIN - PO4049811,1567443600,0,
39,ASR1001-X-PWR-AC#JV,LIT18450ZBK,USEB,"IP China---to DATA HARDWARE DEPOT, LP - PO33328",1567443600,0,
39,ASR1001-X-PWR-AC#JV,LIT202409PM,USEB,IP China---to PivIT Global - PO209482,1567443600,0,
